,ts,id,T,P
1614,15.385,BARO0,40.08,76912
1615,15.395,BARO0,40.07,76918
1616,15.405,BARO0,40.07,76920
1617,15.415,BARO0,40.07,76903
1618,15.425,BARO0,40.09,76892
1619,15.435,BARO0,40.05,76886
1620,15.445,BARO0,40.07,76908
1621,15.455,BARO0,40.09,76891
1622,15.465,BARO0,40.09,76872
1623,15.475,BARO0,40.07,76879
1624,15.485,BARO0,40.08,76835
1625,15.495,BARO0,40.07,76836
1626,15.505,BARO0,40.08,76848
1627,15.515,BARO0,40.08,76827
1628,15.525,BARO0,40.07,76837
1629,15.535,BARO0,40.08,76829
1630,15.545,BARO0,40.07,76831
1631,15.555,BARO0,40.09,76839
1632,15.565,BARO0,40.08,76831
1633,15.575,BARO0,40.08,76817
1634,15.585,BARO0,40.08,76821
1635,15.595,BARO0,40.1,76819
1636,15.605,BARO0,40.07,76782
1637,15.615,BARO0,40.08,76825
1638,15.625,BARO0,40.07,76805
1639,15.635,BARO0,40.06,76782
1640,15.645,BARO0,40.09,76776
1641,15.655,BARO0,40.08,76784
1642,15.665,BARO0,40.07,76772
1643,15.675,BARO0,40.08,76779
1644,15.685,BARO0,40.08,76788
1645,15.695,BARO0,40.07,76761
1646,15.705,BARO0,40.08,76737
1647,15.715,BARO0,40.09,76756
1648,15.725,BARO0,40.08,76774
1649,15.735,BARO0,40.07,76749
1650,15.745,BARO0,40.07,76738
1651,15.755,BARO0,40.09,76736
1652,15.765,BARO0,40.08,76730
1653,15.775,BARO0,40.08,76723
1654,15.785,BARO0,40.09,76727
1655,15.795,BARO0,40.06,76715
1656,15.805,BARO0,40.09,76732
1657,15.815,BARO0,40.08,76700
1658,15.825,BARO0,40.08,76701
1659,15.835,BARO0,40.09,76692
1660,15.845,BARO0,40.09,76705
1661,15.855,BARO0,40.09,76680
1662,15.865,BARO0,40.09,76686
1663,15.875,BARO0,40.07,76668
1664,15.885,BARO0,40.08,76657
1665,15.895,BARO0,40.09,76695
1666,15.905,BARO0,40.09,76644
1667,15.915,BARO0,40.06,76643
1668,15.925,BARO0,40.07,76647
1669,15.935,BARO0,40.08,76654
1670,15.945,BARO0,40.09,76642
1671,15.955,BARO0,40.1,76648
1672,15.965,BARO0,40.08,76641
1673,15.975,BARO0,40.09,76629
1674,15.985,BARO0,40.08,76627
1675,15.995,BARO0,40.07,76602
1676,16.005,BARO0,40.08,76607
1677,16.015,BARO0,40.08,76594
1678,16.025,BARO0,40.09,76594
1679,16.035,BARO0,40.09,76602
1680,16.045,BARO0,40.07,76619
1681,16.055,BARO0,40.08,76587
1682,16.065,BARO0,40.08,76589
1683,16.075,BARO0,40.08,76576
1684,16.085,BARO0,40.08,76587
1685,16.095,BARO0,40.09,76578
1686,16.105,BARO0,40.06,76549
1687,16.115,BARO0,40.09,76575
1688,16.125,BARO0,40.07,76576
1689,16.135,BARO0,40.09,76571
1690,16.145,BARO0,40.07,76556
1691,16.155,BARO0,40.09,76549
1692,16.165,BARO0,40.08,76540
1693,16.175,BARO0,40.09,76539
1694,16.185,BARO0,40.09,76529
1695,16.195,BARO0,40.07,76551
1696,16.205,BARO0,40.07,76525
1697,16.215,BARO0,40.07,76530
1698,16.225,BARO0,40.08,76503
1699,16.235,BARO0,40.09,76531
1700,16.245,BARO0,40.1,76532
1701,16.255,BARO0,40.08,76507
1702,16.265,BARO0,40.09,76503
1703,16.275,BARO0,40.08,76490
1704,16.285,BARO0,40.09,76504
1705,16.295,BARO0,40.1,76494
1706,16.305,BARO0,40.09,76459
1707,16.315,BARO0,40.07,76474
1708,16.325,BARO0,40.09,76484
1709,16.335,BARO0,40.07,76456
1710,16.345,BARO0,40.08,76469
1711,16.355,BARO0,40.07,76465
1712,16.365,BARO0,40.08,76462
1713,16.375,BARO0,40.08,76457
1714,16.385,BARO0,40.08,76451
1715,16.395,BARO0,40.09,76444
1716,16.405,BARO0,40.09,76448
1717,16.415,BARO0,40.09,76437
1718,16.425,BARO0,40.07,76416
1719,16.435,BARO0,40.07,76443
1720,16.445,BARO0,40.06,76422
1721,16.455,BARO0,40.08,76418
1722,16.465,BARO0,40.09,76421
1723,16.475,BARO0,40.08,76419
1724,16.485,BARO0,40.08,76399
1725,16.495,BARO0,40.07,76419
1726,16.505,BARO0,40.07,76395
1727,16.515,BARO0,40.07,76397
1728,16.525,BARO0,40.09,76380
1729,16.535,BARO0,40.09,76413
1730,16.545,BARO0,40.08,76392
1731,16.555,BARO0,40.08,76384
1732,16.565,BARO0,40.08,76377
1733,16.575,BARO0,40.07,76373
1734,16.585,BARO0,40.08,76324
1735,16.595,BARO0,40.09,76330
1736,16.605,BARO0,40.07,76377
1737,16.615,BARO0,40.09,76358
1738,16.625,BARO0,40.07,76355
1739,16.635,BARO0,40.07,76338
1740,16.645,BARO0,40.1,76371
1741,16.655,BARO0,40.11,76341
1742,16.665,BARO0,40.08,76333
1743,16.675,BARO0,40.09,76335
1744,16.685,BARO0,40.08,76350
1745,16.695,BARO0,40.09,76333
1746,16.705,BARO0,40.09,76335
1747,16.715,BARO0,40.08,76321
1748,16.725,BARO0,40.08,76344
1749,16.735,BARO0,40.08,76311
1750,16.745,BARO0,40.1,76293
1751,16.755,BARO0,40.1,76306
1752,16.765,BARO0,40.08,76293
1753,16.775,BARO0,40.08,76295
1754,16.785,BARO0,40.09,76271
1755,16.795,BARO0,40.08,76281
1756,16.805,BARO0,40.08,76295
1757,16.815,BARO0,40.07,76284
1758,16.825,BARO0,40.11,76258
1759,16.835,BARO0,40.08,76307
1760,16.845,BARO0,40.07,76264
1761,16.855,BARO0,40.11,76276
1762,16.865,BARO0,40.09,76259
1763,16.875,BARO0,40.08,76259
1764,16.885,BARO0,40.08,76245
1765,16.895,BARO0,40.09,76273
1766,16.905,BARO0,40.08,76243
1767,16.915,BARO0,40.1,76269
1768,16.925,BARO0,40.09,76222
1769,16.935,BARO0,40.09,76234
1770,16.945,BARO0,40.1,76236
1771,16.955,BARO0,40.07,76226
1772,16.965,BARO0,40.08,76221
1773,16.975,BARO0,40.09,76216
1774,16.985,BARO0,40.08,76219
1775,16.995,BARO0,40.09,76239
1776,17.005,BARO0,40.11,76206
1777,17.015,BARO0,40.09,76190
1778,17.025,BARO0,40.1,76185
1779,17.035,BARO0,40.07,76195
1780,17.045,BARO0,40.08,76182
1781,17.055,BARO0,40.08,76197
1782,17.065,BARO0,40.08,76187
1783,17.075,BARO0,40.08,76180
1784,17.085,BARO0,40.08,76189
1785,17.095,BARO0,40.1,76219
1786,17.105,BARO0,40.09,76188
1787,17.115,BARO0,40.07,76181
1788,17.125,BARO0,40.08,76156
1789,17.135,BARO0,40.08,76196
1790,17.145,BARO0,40.1,76157
1791,17.155,BARO0,40.08,76161
1792,17.165,BARO0,40.09,76167
1793,17.175,BARO0,40.08,76158
1794,17.185,BARO0,40.08,76144
1795,17.195,BARO0,40.07,76125
1796,17.205,BARO0,40.09,76127
1797,17.215,BARO0,40.08,76142
1798,17.225,BARO0,40.09,76137
1799,17.235,BARO0,40.09,76127
1800,17.245,BARO0,40.08,76111
1801,17.255,BARO0,40.08,76124
1802,17.265,BARO0,40.08,76117
1803,17.275,BARO0,40.08,76120
1804,17.285,BARO0,40.08,76123
1805,17.295,BARO0,40.1,76109
1806,17.305,BARO0,40.09,76082
1807,17.315,BARO0,40.1,76082
1808,17.325,BARO0,40.08,76084
1809,17.335,BARO0,40.08,76091
1810,17.345,BARO0,40.08,76081
1811,17.355,BARO0,40.08,76093
1812,17.365,BARO0,40.08,76097
1813,17.375,BARO0,40.08,76078
1814,17.385,BARO0,40.07,76106
1815,17.395,BARO0,40.08,76100
1816,17.405,BARO0,40.1,76084
1817,17.415,BARO0,40.09,76072
1818,17.425,BARO0,40.11,76059
1819,17.435,BARO0,40.09,76063
1820,17.445,BARO0,40.1,76068
1821,17.455,BARO0,40.08,76057
1822,17.465,BARO0,40.1,76060
1823,17.475,BARO0,40.08,76047
1824,17.485,BARO0,40.07,76035
1825,17.495,BARO0,40.08,76062
1826,17.505,BARO0,40.07,76041
1827,17.515,BARO0,40.08,76030
1828,17.525,BARO0,40.09,76035
1829,17.535,BARO0,40.08,76021
1830,17.545,BARO0,40.1,76025
1831,17.555,BARO0,40.08,76018
1832,17.565,BARO0,40.09,76020
1833,17.575,BARO0,40.09,76016
1834,17.585,BARO0,40.08,76007
1835,17.595,BARO0,40.08,75998
1836,17.605,BARO0,40.09,75995
1837,17.615,BARO0,40.1,75993
1838,17.625,BARO0,40.11,75997
1839,17.635,BARO0,40.08,76003
1840,17.645,BARO0,40.07,75999
1841,17.655,BARO0,40.1,76003
1842,17.665,BARO0,40.08,76006
1843,17.675,BARO0,40.08,75992
1844,17.685,BARO0,40.09,75979
1845,17.695,BARO0,40.09,75987
1846,17.705,BARO0,40.11,75981
1847,17.715,BARO0,40.09,75982
1848,17.725,BARO0,40.08,75959
1849,17.735,BARO0,40.1,75979
1850,17.745,BARO0,40.08,75958
1851,17.755,BARO0,40.07,75975
1852,17.765,BARO0,40.09,75971
1853,17.775,BARO0,40.08,75965
1854,17.785,BARO0,40.08,75952
1855,17.795,BARO0,40.08,75957
1856,17.805,BARO0,40.08,75934
1857,17.815,BARO0,40.09,75927
1858,17.825,BARO0,40.09,75941
1859,17.835,BARO0,40.1,75971
1860,17.845,BARO0,40.05,75963
1861,17.855,BARO0,40.08,75933
1862,17.865,BARO0,40.08,75924
1863,17.875,BARO0,40.08,75927
1864,17.885,BARO0,40.08,75897
1865,17.895,BARO0,40.1,75930
1866,17.905,BARO0,40.08,75925
1867,17.915,BARO0,40.09,75905
1868,17.925,BARO0,40.09,75912
1869,17.935,BARO0,40.09,75917
1870,17.945,BARO0,40.1,75897
1871,17.955,BARO0,40.09,75918
1872,17.965,BARO0,40.09,75909
1873,17.975,BARO0,40.08,75915
1874,17.985,BARO0,40.09,75901
1875,17.995,BARO0,40.08,75914
1876,18.005,BARO0,40.09,75882
1877,18.015,BARO0,40.08,75872
1878,18.025,BARO0,40.09,75882
1879,18.035,BARO0,40.08,75896
1880,18.045,BARO0,40.09,75876
1881,18.055,BARO0,40.1,75887
1882,18.065,BARO0,40.09,75883
1883,18.075,BARO0,40.09,75895
1884,18.085,BARO0,40.09,75877
1885,18.095,BARO0,40.1,75876
1886,18.105,BARO0,40.1,75880
1887,18.115,BARO0,40.09,75904
1888,18.125,BARO0,40.07,75874
1889,18.135,BARO0,40.09,75888
1890,18.145,BARO0,40.08,75852
1891,18.155,BARO0,40.08,75862
1892,18.165,BARO0,40.08,75861
1893,18.175,BARO0,40.09,75847
1894,18.185,BARO0,40.08,75849
1895,18.195,BARO0,40.09,75876
1896,18.205,BARO0,40.08,75841
1897,18.215,BARO0,40.09,75836
1898,18.225,BARO0,40.09,75850
1899,18.235,BARO0,40.09,75838
1900,18.245,BARO0,40.07,75846
1901,18.255,BARO0,40.08,75824
1902,18.265,BARO0,40.08,75837
1903,18.275,BARO0,40.09,75835
1904,18.285,BARO0,40.08,75840
1905,18.295,BARO0,40.1,75827
1906,18.305,BARO0,40.09,75794
1907,18.315,BARO0,40.08,75830
1908,18.325,BARO0,40.08,75777
1909,18.335,BARO0,40.08,75798
1910,18.345,BARO0,40.07,75816
1911,18.355,BARO0,40.1,75813
1912,18.365,BARO0,40.07,75808
1913,18.375,BARO0,40.08,75813
1914,18.385,BARO0,40.08,75795
1915,18.395,BARO0,40.08,75821
1916,18.405,BARO0,40.07,75782
1917,18.415,BARO0,40.08,75791
1918,18.425,BARO0,40.07,75795
1919,18.435,BARO0,40.08,75815
1920,18.445,BARO0,40.09,75775
1921,18.455,BARO0,40.08,75795
1922,18.465,BARO0,40.09,75785
1923,18.475,BARO0,40.09,75784
1924,18.485,BARO0,40.09,75793
1925,18.495,BARO0,40.09,75776
1926,18.505,BARO0,40.06,75781
1927,18.515,BARO0,40.08,75786
1928,18.525,BARO0,40.1,75779
1929,18.535,BARO0,40.08,75797
1930,18.545,BARO0,40.08,75754
1931,18.555,BARO0,40.09,75774
1932,18.565,BARO0,40.08,75763
1933,18.575,BARO0,40.08,75768
1934,18.585,BARO0,40.07,75746
1935,18.595,BARO0,40.08,75763
1936,18.605,BARO0,40.08,75752
1937,18.615,BARO0,40.07,75728
1938,18.625,BARO0,40.08,75755
1939,18.635,BARO0,40.09,75741
1940,18.645,BARO0,40.08,75728
1941,18.655,BARO0,40.09,75749
1942,18.665,BARO0,40.08,75744
1943,18.675,BARO0,40.08,75748
1944,18.685,BARO0,40.09,75733
1945,18.695,BARO0,40.09,75731
1946,18.705,BARO0,40.1,75720
1947,18.715,BARO0,40.1,75740
1948,18.725,BARO0,40.08,75734
1949,18.735,BARO0,40.08,75747
1950,18.745,BARO0,40.09,75722
1951,18.755,BARO0,40.06,75720
1952,18.765,BARO0,40.08,75722
1953,18.775,BARO0,40.09,75725
1954,18.785,BARO0,40.08,75705
1955,18.795,BARO0,40.07,75698
1956,18.805,BARO0,40.1,75718
1957,18.815,BARO0,40.08,75720
1958,18.825,BARO0,40.07,75723
1959,18.835,BARO0,40.08,75733
1960,18.845,BARO0,40.08,75695
1961,18.855,BARO0,40.09,75708
1962,18.865,BARO0,40.08,75696
1963,18.875,BARO0,40.08,75705
1964,18.885,BARO0,40.08,75688
1965,18.895,BARO0,40.1,75706
1966,18.905,BARO0,40.09,75697
1967,18.915,BARO0,40.06,75674
1968,18.925,BARO0,40.1,75689
1969,18.935,BARO0,40.06,75686
1970,18.945,BARO0,40.09,75693
1971,18.955,BARO0,40.08,75691
1972,18.965,BARO0,40.08,75673
1973,18.975,BARO0,40.07,75691
1974,18.985,BARO0,40.08,75682
1975,18.995,BARO0,40.1,75678
1976,19.005,BARO0,40.08,75695
1977,19.015,BARO0,40.07,75675
1978,19.025,BARO0,40.08,75659
1979,19.035,BARO0,40.1,75699
1980,19.045,BARO0,40.07,75661
1981,19.055,BARO0,40.09,75674
1982,19.065,BARO0,40.08,75672
1983,19.075,BARO0,40.07,75661
1984,19.085,BARO0,40.09,75630
1985,19.095,BARO0,40.06,75664
1986,19.105,BARO0,40.1,75673
1987,19.115,BARO0,40.09,75661
1988,19.125,BARO0,40.05,75635
1989,19.135,BARO0,40.09,75673
1990,19.145,BARO0,40.07,75649
1991,19.155,BARO0,40.09,75672
1992,19.165,BARO0,40.08,75658
1993,19.175,BARO0,40.08,75651
1994,19.185,BARO0,40.08,75653
1995,19.195,BARO0,40.1,75663
1996,19.205,BARO0,40.08,75656
1997,19.215,BARO0,40.09,75666
1998,19.225,BARO0,40.06,75641
1999,19.235,BARO0,40.07,75661
2000,19.245,BARO0,40.09,75693
2001,19.255,BARO0,40.08,75645
2002,19.265,BARO0,40.08,75652
2003,19.275,BARO0,40.08,75629
2004,19.285,BARO0,40.08,75647
2005,19.295,BARO0,40.09,75652
2006,19.305,BARO0,40.08,75621
2007,19.315,BARO0,40.08,75644
2008,19.325,BARO0,40.09,75622
2009,19.335,BARO0,40.08,75613
2010,19.345,BARO0,40.09,75631
2011,19.355,BARO0,40.08,75623
2012,19.365,BARO0,40.08,75615
2013,19.375,BARO0,40.08,75625
2014,19.385,BARO0,40.08,75630
2015,19.395,BARO0,40.08,75632
2016,19.405,BARO0,40.09,75635
2017,19.415,BARO0,40.07,75631
2018,19.425,BARO0,40.09,75612
2019,19.435,BARO0,40.09,75631
2020,19.445,BARO0,40.08,75613
2021,19.455,BARO0,40.07,75599
2022,19.465,BARO0,40.09,75610
2023,19.475,BARO0,40.08,75608
2024,19.485,BARO0,40.08,75605
2025,19.495,BARO0,40.09,75645
2026,19.505,BARO0,40.08,75604
2027,19.515,BARO0,40.08,75601
2028,19.525,BARO0,40.07,75572
2029,19.535,BARO0,40.11,75602
2030,19.545,BARO0,40.1,75614
2031,19.555,BARO0,40.08,75580
2032,19.565,BARO0,40.07,75597
2033,19.575,BARO0,40.08,75588
2034,19.585,BARO0,40.08,75585
2035,19.595,BARO0,40.08,75584
2036,19.605,BARO0,40.08,75599
2037,19.615,BARO0,40.08,75629
2038,19.625,BARO0,40.1,75601
2039,19.635,BARO0,40.09,75593
2040,19.645,BARO0,40.08,75586
2041,19.655,BARO0,40.08,75570
2042,19.665,BARO0,40.08,75578
2043,19.675,BARO0,40.08,75582
2044,19.685,BARO0,40.08,75589
2045,19.695,BARO0,40.09,75582
2046,19.705,BARO0,40.09,75604
2047,19.715,BARO0,40.09,75584
2048,19.725,BARO0,40.1,75578
2049,19.735,BARO0,40.07,75561
2050,19.745,BARO0,40.09,75584
2051,19.755,BARO0,40.08,75569
2052,19.765,BARO0,40.08,75571
2053,19.775,BARO0,40.08,75563
2054,19.785,BARO0,40.09,75568
2055,19.795,BARO0,40.09,75559
2056,19.805,BARO0,40.09,75598
2057,19.815,BARO0,40.09,75557
2058,19.825,BARO0,40.06,75565
2059,19.835,BARO0,40.09,75580
2060,19.845,BARO0,40.06,75566
2061,19.855,BARO0,40.07,75562
2062,19.865,BARO0,40.08,75561
2063,19.875,BARO0,40.09,75554
2064,19.885,BARO0,40.08,75570
2065,19.895,BARO0,40.08,75562
2066,19.905,BARO0,40.07,75518
2067,19.915,BARO0,40.08,75578
2068,19.925,BARO0,40.09,75551
2069,19.935,BARO0,40.09,75577
2070,19.945,BARO0,40.08,75541
2071,19.955,BARO0,40.08,75569
2072,19.965,BARO0,40.08,75557
2073,19.975,BARO0,40.08,75555
2074,19.985,BARO0,40.09,75555
2075,19.995,BARO0,40.09,75544
2076,20.005,BARO0,40.09,75558
2077,20.015,BARO0,40.07,75544
2078,20.025,BARO0,40.09,75550
2079,20.035,BARO0,40.07,75545
2080,20.045,BARO0,40.1,75535
2081,20.055,BARO0,40.07,75526
2082,20.065,BARO0,40.09,75541
2083,20.075,BARO0,40.08,75551
2084,20.085,BARO0,40.08,75530
2085,20.095,BARO0,40.07,75544
2086,20.105,BARO0,40.1,75524
2087,20.115,BARO0,40.09,75557
2088,20.125,BARO0,40.07,75535
2089,20.135,BARO0,40.09,75524
2090,20.145,BARO0,40.09,75531
2091,20.155,BARO0,40.08,75526
2092,20.165,BARO0,40.09,75531
2093,20.175,BARO0,40.08,75533
2094,20.185,BARO0,40.08,75539
2095,20.195,BARO0,40.09,75541
2096,20.205,BARO0,40.09,75529
2097,20.215,BARO0,40.09,75546
2098,20.225,BARO0,40.09,75536
2099,20.235,BARO0,40.11,75508
2100,20.245,BARO0,40.08,75536
2101,20.255,BARO0,40.08,75513
2102,20.265,BARO0,40.08,75526
2103,20.275,BARO0,40.08,75533
2104,20.285,BARO0,40.09,75529
2105,20.295,BARO0,40.1,75522
2106,20.305,BARO0,40.11,75543
2107,20.315,BARO0,40.08,75530
2108,20.325,BARO0,40.06,75515
2109,20.335,BARO0,40.07,75532
2110,20.345,BARO0,40.08,75549
2111,20.355,BARO0,40.08,75519
2112,20.365,BARO0,40.09,75527
2113,20.375,BARO0,40.08,75516
2114,20.385,BARO0,40.09,75536
2115,20.395,BARO0,40.09,75507
2116,20.405,BARO0,40.09,75502
2117,20.415,BARO0,40.09,75526
2118,20.425,BARO0,40.11,75525
2119,20.435,BARO0,40.07,75508
2120,20.445,BARO0,40.07,75507
2121,20.455,BARO0,40.09,75492
2122,20.465,BARO0,40.09,75519
2123,20.475,BARO0,40.09,75517
2124,20.485,BARO0,40.08,75526
2125,20.495,BARO0,40.09,75523
2126,20.505,BARO0,40.08,75494
2127,20.515,BARO0,40.08,75485
2128,20.525,BARO0,40.08,75500
2129,20.535,BARO0,40.1,75511
2130,20.545,BARO0,40.08,75503
2131,20.555,BARO0,40.08,75512
2132,20.565,BARO0,40.08,75511
2133,20.575,BARO0,40.08,75502
2134,20.585,BARO0,40.09,75519
2135,20.595,BARO0,40.1,75484
2136,20.605,BARO0,40.07,75526
2137,20.615,BARO0,40.09,75514
2138,20.625,BARO0,40.1,75515
2139,20.635,BARO0,40.08,75506
2140,20.645,BARO0,40.1,75507
2141,20.655,BARO0,40.09,75508
2142,20.665,BARO0,40.09,75507
2143,20.675,BARO0,40.09,75508
2144,20.685,BARO0,40.09,75521
2145,20.695,BARO0,40.08,75514
2146,20.705,BARO0,40.1,75520
2147,20.715,BARO0,40.09,75502
2148,20.725,BARO0,40.09,75502
2149,20.735,BARO0,40.09,75484
2150,20.745,BARO0,40.11,75537
2151,20.755,BARO0,40.08,75515
2152,20.765,BARO0,40.08,75500
2153,20.775,BARO0,40.08,75503
2154,20.785,BARO0,40.09,75511
2155,20.795,BARO0,40.07,75519
2156,20.805,BARO0,40.08,75515
2157,20.815,BARO0,40.1,75478
2158,20.825,BARO0,40.09,75518
2159,20.835,BARO0,40.1,75540
2160,20.845,BARO0,40.08,75514
2161,20.855,BARO0,40.07,75488
2162,20.865,BARO0,40.08,75501
2163,20.875,BARO0,40.09,75502
2164,20.885,BARO0,40.09,75510
2165,20.895,BARO0,40.08,75514
2166,20.905,BARO0,40.12,75520
2167,20.915,BARO0,40.08,75491
2168,20.925,BARO0,40.1,75540
2169,20.935,BARO0,40.1,75518
2170,20.945,BARO0,40.1,75527
2171,20.955,BARO0,40.11,75507
2172,20.965,BARO0,40.09,75505
2173,20.975,BARO0,40.09,75510
2174,20.985,BARO0,40.08,75510
2175,20.995,BARO0,40.08,75494
2176,21.005,BARO0,40.09,75511
2177,21.015,BARO0,40.08,75513
2178,21.025,BARO0,40.09,75477
2179,21.035,BARO0,40.07,75489
2180,21.045,BARO0,40.07,75489
2181,21.055,BARO0,40.07,75496
2182,21.065,BARO0,40.08,75507
2183,21.075,BARO0,40.08,75504
2184,21.085,BARO0,40.09,75513
2185,21.095,BARO0,40.1,75484
2186,21.105,BARO0,40.07,75486
2187,21.115,BARO0,40.09,75500
2188,21.125,BARO0,40.08,75495
2189,21.135,BARO0,40.09,75495
2190,21.145,BARO0,40.09,75484
2191,21.155,BARO0,40.09,75506
2192,21.165,BARO0,40.08,75506
2193,21.175,BARO0,40.08,75511
2194,21.185,BARO0,40.09,75504
2195,21.195,BARO0,40.08,75543
2196,21.205,BARO0,40.08,75523
2197,21.215,BARO0,40.11,75511
2198,21.225,BARO0,40.11,75502
2199,21.235,BARO0,40.1,75503
2200,21.245,BARO0,40.09,75529
2201,21.255,BARO0,40.08,75513
2202,21.265,BARO0,40.09,75512
2203,21.275,BARO0,40.08,75501
2204,21.285,BARO0,40.09,75516
2205,21.295,BARO0,40.09,75496
2206,21.305,BARO0,40.1,75512
2207,21.315,BARO0,40.1,75505
2208,21.325,BARO0,40.09,75498
2209,21.335,BARO0,40.1,75542
2210,21.345,BARO0,40.09,75519
2211,21.355,BARO0,40.11,75505
2212,21.365,BARO0,40.08,75513
2213,21.375,BARO0,40.09,75512
2214,21.385,BARO0,40.09,75520
2215,21.395,BARO0,40.12,75546
2216,21.405,BARO0,40.1,75498
2217,21.415,BARO0,40.08,75507
2218,21.425,BARO0,40.09,75526
2219,21.435,BARO0,40.09,75507
2220,21.445,BARO0,40.09,75523
2221,21.455,BARO0,40.1,75528
2222,21.465,BARO0,40.09,75514
2223,21.475,BARO0,40.09,75509
2224,21.485,BARO0,40.08,75510
2225,21.495,BARO0,40.09,75496
2226,21.505,BARO0,40.09,75514
2227,21.515,BARO0,40.09,75497
2228,21.525,BARO0,40.09,75530
2229,21.535,BARO0,40.11,75529
2230,21.545,BARO0,40.09,75530
2231,21.555,BARO0,40.09,75512
2232,21.565,BARO0,40.09,75512
2233,21.575,BARO0,40.09,75525
2234,21.585,BARO0,40.09,75523
2235,21.595,BARO0,40.11,75499
2236,21.605,BARO0,40.09,75517
2237,21.615,BARO0,40.11,75547
2238,21.625,BARO0,40.09,75538
2239,21.635,BARO0,40.09,75542
2240,21.645,BARO0,40.09,75512
2241,21.655,BARO0,40.09,75502
2242,21.665,BARO0,40.1,75522
2243,21.675,BARO0,40.1,75523
2244,21.685,BARO0,40.09,75523
2245,21.695,BARO0,40.08,75509
2246,21.705,BARO0,40.1,75527
2247,21.715,BARO0,40.09,75509
2248,21.725,BARO0,40.11,75525
2249,21.735,BARO0,40.1,75506
2250,21.745,BARO0,40.1,75527
2251,21.755,BARO0,40.1,75504
2252,21.765,BARO0,40.09,75530
2253,21.775,BARO0,40.09,75530
2254,21.785,BARO0,40.1,75530
2255,21.795,BARO0,40.1,75523
2256,21.805,BARO0,40.08,75519
2257,21.815,BARO0,40.09,75540
2258,21.825,BARO0,40.09,75517
2259,21.835,BARO0,40.12,75551
2260,21.845,BARO0,40.08,75539
2261,21.855,BARO0,40.06,75548
2262,21.865,BARO0,40.09,75527
2263,21.875,BARO0,40.09,75534
2264,21.885,BARO0,40.08,75541
2265,21.895,BARO0,40.09,75562
2266,21.905,BARO0,40.08,75549
2267,21.915,BARO0,40.09,75526
2268,21.925,BARO0,40.09,75561
2269,21.935,BARO0,40.09,75501
2270,21.945,BARO0,40.1,75524
2271,21.955,BARO0,40.08,75532
2272,21.965,BARO0,40.09,75543
2273,21.975,BARO0,40.09,75543
2274,21.985,BARO0,40.09,75574
2275,21.995,BARO0,40.09,75544
2276,22.005,BARO0,40.09,75846
2277,22.015,BARO0,40.09,76400
2278,22.025,BARO0,40.1,75858
2279,22.035,BARO0,40.11,75512
2280,22.045,BARO0,40.1,75498
2281,22.055,BARO0,40.1,75494
2282,22.065,BARO0,40.11,75502
2283,22.075,BARO0,40.12,75485
2284,22.085,BARO0,40.12,75497
2285,22.095,BARO0,40.1,75506
2286,22.105,BARO0,40.11,75537
2287,22.115,BARO0,40.1,75527
2288,22.125,BARO0,40.1,75542
2289,22.135,BARO0,40.11,75577
2290,22.145,BARO0,40.12,75532
2291,22.155,BARO0,40.14,75570
2292,22.165,BARO0,40.13,75539
2293,22.175,BARO0,40.13,75562
2294,22.185,BARO0,40.13,75569
2295,22.195,BARO0,40.12,75551
2296,22.205,BARO0,40.13,75545
2297,22.215,BARO0,40.13,75551
2298,22.225,BARO0,40.12,75535
2299,22.235,BARO0,40.14,75543
2300,22.245,BARO0,40.13,75442
2301,22.255,BARO0,40.13,75519
2302,22.265,BARO0,40.14,75540
2303,22.275,BARO0,40.14,75548
2304,22.285,BARO0,40.13,75553
2305,22.295,BARO0,40.14,75539
2306,22.305,BARO0,40.14,75554
2307,22.315,BARO0,40.15,75544
2308,22.325,BARO0,40.12,75552
2309,22.335,BARO0,40.15,75535
2310,22.345,BARO0,40.15,75511
2311,22.355,BARO0,40.14,75575
2312,22.365,BARO0,40.14,75580
2313,22.375,BARO0,40.15,75570
2314,22.385,BARO0,40.14,75577
2315,22.395,BARO0,40.16,75636
2316,22.405,BARO0,40.14,75593
2317,22.415,BARO0,40.14,75599
2318,22.425,BARO0,40.15,75579
2319,22.435,BARO0,40.17,75601
2320,22.445,BARO0,40.17,75608
2321,22.455,BARO0,40.17,75599
2322,22.465,BARO0,40.16,75588
2323,22.475,BARO0,40.16,75595
2324,22.485,BARO0,40.16,75603
2325,22.495,BARO0,40.14,75610
2326,22.505,BARO0,40.16,75567
2327,22.515,BARO0,40.15,75596
2328,22.525,BARO0,40.16,75600
2329,22.535,BARO0,40.16,75606
2330,22.545,BARO0,40.15,75591
2331,22.555,BARO0,40.17,75573
2332,22.565,BARO0,40.17,75587
2333,22.575,BARO0,40.16,75601
2334,22.585,BARO0,40.17,75621
2335,22.595,BARO0,40.17,75619
2336,22.605,BARO0,40.16,75636
2337,22.615,BARO0,40.17,75627
2338,22.625,BARO0,40.18,75611
2339,22.635,BARO0,40.18,75637
2340,22.645,BARO0,40.18,75613
2341,22.655,BARO0,40.16,75628
2342,22.665,BARO0,40.16,75612
2343,22.675,BARO0,40.16,75624
2344,22.685,BARO0,40.17,75647
2345,22.695,BARO0,40.17,75621
2346,22.705,BARO0,40.16,75635
2347,22.715,BARO0,40.18,75631
2348,22.725,BARO0,40.18,75641
2349,22.735,BARO0,40.17,75629
