,ts,id,T,P
773,6.975,BARO0,40.34,85037
774,6.985,BARO0,40.35,85032
775,6.995,BARO0,40.33,85017
776,7.005,BARO0,40.35,85008
777,7.015,BARO0,40.33,84986
778,7.025,BARO0,40.36,84950
779,7.035,BARO0,40.33,84938
780,7.045,BARO0,40.33,84919
781,7.055,BARO0,40.34,84915
782,7.065,BARO0,40.33,84898
783,7.075,BARO0,40.34,84891
784,7.085,BARO0,40.33,84877
785,7.095,BARO0,40.34,84850
786,7.105,BARO0,40.33,84831
787,7.115,BARO0,40.35,84822
788,7.125,BARO0,40.32,84840
789,7.135,BARO0,40.33,84830
790,7.145,BARO0,40.32,84800
791,7.155,BARO0,40.33,84799
792,7.165,BARO0,40.33,84784
793,7.175,BARO0,40.32,84768
794,7.185,BARO0,40.31,84755
795,7.195,BARO0,40.32,84710
796,7.205,BARO0,40.33,84728
797,7.215,BARO0,40.33,84685
798,7.225,BARO0,40.31,84698
799,7.235,BARO0,40.3,84677
800,7.245,BARO0,40.34,84632
801,7.255,BARO0,40.32,84652
802,7.265,BARO0,40.31,84627
803,7.275,BARO0,40.31,84620
804,7.285,BARO0,40.3,84609
805,7.295,BARO0,40.31,84592
806,7.305,BARO0,40.31,84589
807,7.315,BARO0,40.31,84578
808,7.325,BARO0,40.31,84551
809,7.335,BARO0,40.32,84530
810,7.345,BARO0,40.3,84540
811,7.355,BARO0,40.3,84502
812,7.365,BARO0,40.31,84497
813,7.375,BARO0,40.31,84490
814,7.385,BARO0,40.29,84454
815,7.395,BARO0,40.31,84414
816,7.405,BARO0,40.28,84430
817,7.415,BARO0,40.3,84422
818,7.425,BARO0,40.32,84410
819,7.435,BARO0,40.29,84423
820,7.445,BARO0,40.28,84375
821,7.455,BARO0,40.3,84380
822,7.465,BARO0,40.29,84368
823,7.475,BARO0,40.3,84340
824,7.485,BARO0,40.31,84330
825,7.495,BARO0,40.29,84291
826,7.505,BARO0,40.28,84322
827,7.515,BARO0,40.28,84308
828,7.525,BARO0,40.3,84275
829,7.535,BARO0,40.29,84289
830,7.545,BARO0,40.29,84242
831,7.555,BARO0,40.28,84238
832,7.565,BARO0,40.29,84225
833,7.575,BARO0,40.3,84206
834,7.585,BARO0,40.27,84214
835,7.595,BARO0,40.29,84195
836,7.605,BARO0,40.3,84169
837,7.615,BARO0,40.29,84147
838,7.625,BARO0,40.29,84113
839,7.635,BARO0,40.28,84130
840,7.645,BARO0,40.29,84103
841,7.655,BARO0,40.28,84096
842,7.665,BARO0,40.28,84079
843,7.675,BARO0,40.28,84078
844,7.685,BARO0,40.28,84033
845,7.695,BARO0,40.29,84042
846,7.705,BARO0,40.28,84042
847,7.715,BARO0,40.28,84029
848,7.725,BARO0,40.27,84020
849,7.735,BARO0,40.31,84005
850,7.745,BARO0,40.27,83974
851,7.755,BARO0,40.27,83959
852,7.765,BARO0,40.27,83945
853,7.775,BARO0,40.27,83932
854,7.785,BARO0,40.25,83927
855,7.795,BARO0,40.3,83920
856,7.805,BARO0,40.26,83881
857,7.815,BARO0,40.27,83868
858,7.825,BARO0,40.27,83859
859,7.835,BARO0,40.27,83855
860,7.845,BARO0,40.25,83832
861,7.855,BARO0,40.27,83835
862,7.865,BARO0,40.26,83820
863,7.875,BARO0,40.25,83805
864,7.885,BARO0,40.26,83785
865,7.895,BARO0,40.25,83800
866,7.905,BARO0,40.25,83754
867,7.915,BARO0,40.26,83740
868,7.925,BARO0,40.26,83745
869,7.935,BARO0,40.26,83735
870,7.945,BARO0,40.27,83719
871,7.955,BARO0,40.25,83692
872,7.965,BARO0,40.25,83688
873,7.975,BARO0,40.25,83658
874,7.985,BARO0,40.25,83666
875,7.995,BARO0,40.25,83679
876,8.005,BARO0,40.26,83658
877,8.015,BARO0,40.25,83620
878,8.025,BARO0,40.25,83601
879,8.035,BARO0,40.24,83592
880,8.045,BARO0,40.25,83569
881,8.055,BARO0,40.24,83560
882,8.065,BARO0,40.25,83530
883,8.075,BARO0,40.23,83541
884,8.085,BARO0,40.23,83508
885,8.095,BARO0,40.25,83510
886,8.105,BARO0,40.25,83477
887,8.115,BARO0,40.25,83480
888,8.125,BARO0,40.24,83462
889,8.135,BARO0,40.22,83477
890,8.145,BARO0,40.23,83413
891,8.155,BARO0,40.24,83431
892,8.165,BARO0,40.23,83424
893,8.175,BARO0,40.24,83419
894,8.185,BARO0,40.25,83399
895,8.195,BARO0,40.23,83370
896,8.205,BARO0,40.21,83362
897,8.215,BARO0,40.26,83347
898,8.225,BARO0,40.22,83351
899,8.235,BARO0,40.24,83340
900,8.245,BARO0,40.23,83313
901,8.255,BARO0,40.22,83303
902,8.265,BARO0,40.23,83294
903,8.275,BARO0,40.21,83286
904,8.285,BARO0,40.24,83288
905,8.295,BARO0,40.23,83256
906,8.305,BARO0,40.22,83256
907,8.315,BARO0,40.22,83221
908,8.325,BARO0,40.22,83213
909,8.335,BARO0,40.23,83238
910,8.345,BARO0,40.22,83165
911,8.355,BARO0,40.22,83173
912,8.365,BARO0,40.22,83172
913,8.375,BARO0,40.21,83158
914,8.385,BARO0,40.2,83150
915,8.395,BARO0,40.19,83122
916,8.405,BARO0,40.23,83106
917,8.415,BARO0,40.22,83119
918,8.425,BARO0,40.22,83080
919,8.435,BARO0,40.21,83083
920,8.445,BARO0,40.22,83086
921,8.455,BARO0,40.19,83060
922,8.465,BARO0,40.2,83040
923,8.475,BARO0,40.2,83027
924,8.485,BARO0,40.21,82982
925,8.495,BARO0,40.19,82981
926,8.505,BARO0,40.21,82971
927,8.515,BARO0,40.21,82966
928,8.525,BARO0,40.2,82941
929,8.535,BARO0,40.21,82972
930,8.545,BARO0,40.2,82921
931,8.555,BARO0,40.19,82922
932,8.565,BARO0,40.19,82899
933,8.575,BARO0,40.19,82906
934,8.585,BARO0,40.21,82889
935,8.595,BARO0,40.2,82873
936,8.605,BARO0,40.18,82861
937,8.615,BARO0,40.2,82854
938,8.625,BARO0,40.19,82828
939,8.635,BARO0,40.2,82824
940,8.645,BARO0,40.19,82813
941,8.655,BARO0,40.18,82804
942,8.665,BARO0,40.19,82795
943,8.675,BARO0,40.17,82775
944,8.685,BARO0,40.17,82745
945,8.695,BARO0,40.2,82746
946,8.705,BARO0,40.16,82738
947,8.715,BARO0,40.19,82738
948,8.725,BARO0,40.19,82711
949,8.735,BARO0,40.17,82688
950,8.745,BARO0,40.17,82702
951,8.755,BARO0,40.17,82682
952,8.765,BARO0,40.17,82669
953,8.775,BARO0,40.17,82654
954,8.785,BARO0,40.18,82642
955,8.795,BARO0,40.17,82619
956,8.805,BARO0,40.18,82631
957,8.815,BARO0,40.18,82622
958,8.825,BARO0,40.15,82588
959,8.835,BARO0,40.16,82562
960,8.845,BARO0,40.16,82570
961,8.855,BARO0,40.16,82564
962,8.865,BARO0,40.16,82542
963,8.875,BARO0,40.15,82524
964,8.885,BARO0,40.15,82535
965,8.895,BARO0,40.15,82504
966,8.905,BARO0,40.18,82488
967,8.915,BARO0,40.16,82477
968,8.925,BARO0,40.15,82449
969,8.935,BARO0,40.15,82458
970,8.945,BARO0,40.17,82453
971,8.955,BARO0,40.15,82427
972,8.965,BARO0,40.15,82407
973,8.975,BARO0,40.15,82402
974,8.985,BARO0,40.15,82421
975,8.995,BARO0,40.15,82399
976,9.005,BARO0,40.14,82361
977,9.015,BARO0,40.15,82377
978,9.025,BARO0,40.14,82324
979,9.035,BARO0,40.15,82350
980,9.045,BARO0,40.14,82317
981,9.055,BARO0,40.14,82317
982,9.065,BARO0,40.15,82287
983,9.075,BARO0,40.14,82288
984,9.085,BARO0,40.15,82272
985,9.095,BARO0,40.14,82257
986,9.105,BARO0,40.13,82275
987,9.115,BARO0,40.15,82223
988,9.125,BARO0,40.13,82229
989,9.135,BARO0,40.13,82220
990,9.145,BARO0,40.13,82206
991,9.155,BARO0,40.12,82181
992,9.165,BARO0,40.13,82176
993,9.175,BARO0,40.13,82159
994,9.185,BARO0,40.12,82148
995,9.195,BARO0,40.13,82121
996,9.205,BARO0,40.14,82111
997,9.215,BARO0,40.11,82108
998,9.225,BARO0,40.13,82084
999,9.235,BARO0,40.13,82094
1000,9.245,BARO0,40.13,82082
1001,9.255,BARO0,40.12,82064
1002,9.265,BARO0,40.12,82060
1003,9.275,BARO0,40.12,82039
1004,9.285,BARO0,40.11,82043
1005,9.295,BARO0,40.12,82025
1006,9.305,BARO0,40.12,82005
1007,9.315,BARO0,40.12,82017
1008,9.325,BARO0,40.12,81972
1009,9.335,BARO0,40.1,81957
1010,9.345,BARO0,40.12,81938
1011,9.355,BARO0,40.11,81953
1012,9.365,BARO0,40.11,81933
1013,9.375,BARO0,40.12,81925
1014,9.385,BARO0,40.11,81911
1015,9.395,BARO0,40.11,81898
1016,9.405,BARO0,40.1,81900
1017,9.415,BARO0,40.11,81856
1018,9.425,BARO0,40.11,81842
1019,9.435,BARO0,40.11,81856
1020,9.445,BARO0,40.09,81853
1021,9.455,BARO0,40.1,81827
1022,9.465,BARO0,40.11,81805
1023,9.475,BARO0,40.09,81804
1024,9.485,BARO0,40.12,81803
1025,9.495,BARO0,40.12,81775
1026,9.505,BARO0,40.09,81764
1027,9.515,BARO0,40.12,81760
1028,9.525,BARO0,40.12,81751
1029,9.535,BARO0,40.11,81687
1030,9.545,BARO0,40.11,81718
1031,9.555,BARO0,40.1,81702
1032,9.565,BARO0,40.09,81693
1033,9.575,BARO0,40.1,81686
1034,9.585,BARO0,40.1,81690
1035,9.595,BARO0,40.12,81660
1036,9.605,BARO0,40.1,81667
1037,9.615,BARO0,40.08,81644
1038,9.625,BARO0,40.12,81624
1039,9.635,BARO0,40.1,81614
1040,9.645,BARO0,40.1,81599
1041,9.655,BARO0,40.11,81595
1042,9.665,BARO0,40.09,81574
1043,9.675,BARO0,40.09,81567
1044,9.685,BARO0,40.09,81573
1045,9.695,BARO0,40.12,81522
1046,9.705,BARO0,40.09,81520
1047,9.715,BARO0,40.1,81519
1048,9.725,BARO0,40.08,81519
1049,9.735,BARO0,40.1,81509
1050,9.745,BARO0,40.07,81491
1051,9.755,BARO0,40.09,81477
1052,9.765,BARO0,40.09,81466
1053,9.775,BARO0,40.09,81466
1054,9.785,BARO0,40.09,81447
1055,9.795,BARO0,40.06,81437
1056,9.805,BARO0,40.08,81420
1057,9.815,BARO0,40.1,81413
1058,9.825,BARO0,40.06,81407
1059,9.835,BARO0,40.08,81404
1060,9.845,BARO0,40.08,81392
1061,9.855,BARO0,40.1,81366
1062,9.865,BARO0,40.08,81350
1063,9.875,BARO0,40.08,81336
1064,9.885,BARO0,40.08,81308
1065,9.895,BARO0,40.09,81313
1066,9.905,BARO0,40.08,81289
1067,9.915,BARO0,40.08,81325
1068,9.925,BARO0,40.07,81278
1069,9.935,BARO0,40.1,81279
1070,9.945,BARO0,40.06,81295
1071,9.955,BARO0,40.09,81256
1072,9.965,BARO0,40.06,81237
1073,9.975,BARO0,40.07,81230
1074,9.985,BARO0,40.07,81201
1075,9.995,BARO0,40.09,81203
1076,10.005,BARO0,40.08,81188
1077,10.015,BARO0,40.07,81147
1078,10.025,BARO0,40.08,81168
1079,10.035,BARO0,40.06,81160
1080,10.045,BARO0,40.07,81155
1081,10.055,BARO0,40.05,81138
1082,10.065,BARO0,40.06,81118
1083,10.075,BARO0,40.06,81121
1084,10.085,BARO0,40.08,81110
1085,10.095,BARO0,40.07,81069
1086,10.105,BARO0,40.08,81089
1087,10.115,BARO0,40.08,81080
1088,10.125,BARO0,40.09,81050
1089,10.135,BARO0,40.07,81039
1090,10.145,BARO0,40.06,81079
1091,10.155,BARO0,40.07,81029
1092,10.165,BARO0,40.07,81011
1093,10.175,BARO0,40.08,81008
1094,10.185,BARO0,40.07,80994
1095,10.195,BARO0,40.07,80986
1096,10.205,BARO0,40.06,80998
1097,10.215,BARO0,40.05,80975
1098,10.225,BARO0,40.07,80964
1099,10.235,BARO0,40.06,80941
1100,10.245,BARO0,40.05,80934
1101,10.255,BARO0,40.08,80921
1102,10.265,BARO0,40.07,80910
1103,10.275,BARO0,40.07,80909
1104,10.285,BARO0,40.06,80922
1105,10.295,BARO0,40.05,80884
1106,10.305,BARO0,40.07,80896
1107,10.315,BARO0,40.07,80828
1108,10.325,BARO0,40.05,80860
1109,10.335,BARO0,40.07,80843
1110,10.345,BARO0,40.06,80842
1111,10.355,BARO0,40.07,80815
1112,10.365,BARO0,40.05,80797
1113,10.375,BARO0,40.06,80807
1114,10.385,BARO0,40.07,80784
1115,10.395,BARO0,40.07,80796
1116,10.405,BARO0,40.06,80794
1117,10.415,BARO0,40.06,80770
1118,10.425,BARO0,40.05,80748
1119,10.435,BARO0,40.06,80724
1120,10.445,BARO0,40.04,80724
1121,10.455,BARO0,40.07,80718
1122,10.465,BARO0,40.05,80701
1123,10.475,BARO0,40.06,80697
1124,10.485,BARO0,40.05,80676
1125,10.495,BARO0,40.04,80664
1126,10.505,BARO0,40.06,80647
1127,10.515,BARO0,40.05,80660
1128,10.525,BARO0,40.07,80643
1129,10.535,BARO0,40.03,80646
1130,10.545,BARO0,40.05,80614
1131,10.555,BARO0,40.06,80603
1132,10.565,BARO0,40.05,80597
1133,10.575,BARO0,40.04,80586
1134,10.585,BARO0,40.05,80577
1135,10.595,BARO0,40.05,80588
1136,10.605,BARO0,40.05,80562
1137,10.615,BARO0,40.06,80565
1138,10.625,BARO0,40.05,80514
1139,10.635,BARO0,40.05,80534
1140,10.645,BARO0,40.04,80536
1141,10.655,BARO0,40.05,80503
1142,10.665,BARO0,40.04,80500
1143,10.675,BARO0,40.05,80488
1144,10.685,BARO0,40.04,80465
1145,10.695,BARO0,40.06,80478
1146,10.705,BARO0,40.06,80483
1147,10.715,BARO0,40.06,80452
1148,10.725,BARO0,40.05,80434
1149,10.735,BARO0,40.07,80431
1150,10.745,BARO0,40.04,80412
1151,10.755,BARO0,40.06,80408
1152,10.765,BARO0,40.05,80397
1153,10.775,BARO0,40.04,80377
1154,10.785,BARO0,40.04,80339
1155,10.795,BARO0,40.03,80379
1156,10.805,BARO0,40.04,80357
1157,10.815,BARO0,40.05,80345
1158,10.825,BARO0,40.04,80338
1159,10.835,BARO0,40.03,80293
1160,10.845,BARO0,40.05,80334
1161,10.855,BARO0,40.05,80298
1162,10.865,BARO0,40.04,80291
1163,10.875,BARO0,40.04,80276
1164,10.885,BARO0,40.04,80263
1165,10.895,BARO0,40.05,80242
1166,10.905,BARO0,40.04,80252
1167,10.915,BARO0,40.05,80249
1168,10.925,BARO0,40.06,80236
1169,10.935,BARO0,40.05,80223
1170,10.945,BARO0,40.04,80245
1171,10.955,BARO0,40.03,80196
1172,10.965,BARO0,40.03,80202
1173,10.975,BARO0,40.03,80176
1174,10.985,BARO0,40.03,80177
1175,10.995,BARO0,40.03,80161
1176,11.005,BARO0,40.06,80161
1177,11.015,BARO0,40.03,80149
1178,11.025,BARO0,40.03,80127
1179,11.035,BARO0,40.03,80113
1180,11.045,BARO0,40.03,80129
1181,11.055,BARO0,40.03,80107
1182,11.065,BARO0,40.04,80098
1183,11.075,BARO0,40.03,80081
1184,11.085,BARO0,40.03,80095
1185,11.095,BARO0,40.02,80057
1186,11.105,BARO0,40.05,80045
1187,11.115,BARO0,40.04,80048
1188,11.125,BARO0,40.05,80051
1189,11.135,BARO0,40.04,80025
1190,11.145,BARO0,40.02,80035
1191,11.155,BARO0,40.01,80001
1192,11.165,BARO0,40.03,79988
1193,11.175,BARO0,40.03,79986
1194,11.185,BARO0,40.02,79991
1195,11.195,BARO0,40.02,79944
1196,11.205,BARO0,40.04,79945
1197,11.215,BARO0,40.02,79944
1198,11.225,BARO0,40.03,79935
1199,11.235,BARO0,40.04,79948
1200,11.245,BARO0,40.05,79956
1201,11.255,BARO0,40.06,79921
1202,11.265,BARO0,40.04,79899
1203,11.275,BARO0,40.03,79887
1204,11.285,BARO0,40.02,79881
1205,11.295,BARO0,40.04,79884
1206,11.305,BARO0,40.03,79883
1207,11.315,BARO0,40.04,79862
1208,11.325,BARO0,40.02,79863
1209,11.335,BARO0,40.02,79836
1210,11.345,BARO0,40.02,79809
1211,11.355,BARO0,40.04,79821
1212,11.365,BARO0,40.04,79807
1213,11.375,BARO0,40.03,79803
1214,11.385,BARO0,40.02,79802
1215,11.395,BARO0,40.03,79796
1216,11.405,BARO0,40.03,79785
1217,11.415,BARO0,40.06,79730
1218,11.425,BARO0,40.04,79760
1219,11.435,BARO0,40.03,79756
1220,11.445,BARO0,40.04,79722
1221,11.455,BARO0,40.02,79722
1222,11.465,BARO0,40.03,79704
1223,11.475,BARO0,40.03,79703
1224,11.485,BARO0,40.03,79733
1225,11.495,BARO0,40.02,79680
1226,11.505,BARO0,40.01,79660
1227,11.515,BARO0,40.03,79684
1228,11.525,BARO0,40.04,79636
1229,11.535,BARO0,40.04,79638
1230,11.545,BARO0,40.03,79619
1231,11.555,BARO0,40.03,79631
1232,11.565,BARO0,40.02,79615
1233,11.575,BARO0,40.02,79614
1234,11.585,BARO0,40.03,79602
1235,11.595,BARO0,40.01,79588
1236,11.605,BARO0,40.04,79580
1237,11.615,BARO0,40.04,79548
1238,11.625,BARO0,40.05,79564
1239,11.635,BARO0,40.01,79559
1240,11.645,BARO0,40.02,79575
1241,11.655,BARO0,40.02,79539
1242,11.665,BARO0,40.02,79531
1243,11.675,BARO0,40.02,79525
1244,11.685,BARO0,40.02,79507
1245,11.695,BARO0,40.02,79514
1246,11.705,BARO0,40.02,79513
1247,11.715,BARO0,40.03,79491
1248,11.725,BARO0,40.02,79491
1249,11.735,BARO0,40.01,79501
1250,11.745,BARO0,40.03,79456
1251,11.755,BARO0,40.03,79451
1252,11.765,BARO0,40.02,79439
1253,11.775,BARO0,40.02,79440
1254,11.785,BARO0,40.02,79420
1255,11.795,BARO0,40.02,79418
1256,11.805,BARO0,40.0,79416
1257,11.815,BARO0,40.02,79370
1258,11.825,BARO0,40.03,79403
1259,11.835,BARO0,40.03,79388
1260,11.845,BARO0,40.02,79370
1261,11.855,BARO0,40.02,79363
1262,11.865,BARO0,40.03,79361
1263,11.875,BARO0,40.02,79341
1264,11.885,BARO0,40.03,79329
1265,11.895,BARO0,40.02,79313
1266,11.905,BARO0,40.04,79338
1267,11.915,BARO0,40.02,79316
1268,11.925,BARO0,40.03,79285
1269,11.935,BARO0,40.01,79302
1270,11.945,BARO0,40.04,79296
1271,11.955,BARO0,40.01,79273
1272,11.965,BARO0,40.02,79260
1273,11.975,BARO0,40.02,79257
1274,11.985,BARO0,40.02,79244
1275,11.995,BARO0,40.02,79263
1276,12.005,BARO0,40.0,79230
1277,12.015,BARO0,40.03,79228
1278,12.025,BARO0,40.03,79209
1279,12.035,BARO0,40.01,79229
1280,12.045,BARO0,40.01,79202
1281,12.055,BARO0,40.03,79183
1282,12.065,BARO0,40.02,79187
1283,12.075,BARO0,40.02,79169
1284,12.085,BARO0,40.02,79159
1285,12.095,BARO0,40.03,79178
1286,12.105,BARO0,40.04,79146
1287,12.115,BARO0,40.04,79108
1288,12.125,BARO0,40.04,79122
1289,12.135,BARO0,40.02,79102
1290,12.145,BARO0,40.02,79111
1291,12.155,BARO0,40.0,79101
1292,12.165,BARO0,40.02,79095
1293,12.175,BARO0,40.03,79088
1294,12.185,BARO0,40.02,79088
1295,12.195,BARO0,40.01,79054
1296,12.205,BARO0,40.01,79062
1297,12.215,BARO0,40.02,79043
1298,12.225,BARO0,40.03,79053
1299,12.235,BARO0,40.02,79022
1300,12.245,BARO0,40.03,79029
1301,12.255,BARO0,40.04,79020
1302,12.265,BARO0,40.03,79012
1303,12.275,BARO0,40.02,79000
1304,12.285,BARO0,40.03,79033
1305,12.295,BARO0,40.03,78988
1306,12.305,BARO0,40.01,78964
1307,12.315,BARO0,40.02,78939
1308,12.325,BARO0,40.03,78956
1309,12.335,BARO0,40.02,78966
1310,12.345,BARO0,40.03,78935
1311,12.355,BARO0,40.03,78927
1312,12.365,BARO0,40.02,78935
1313,12.375,BARO0,40.03,78916
1314,12.385,BARO0,40.03,78897
1315,12.395,BARO0,40.03,78884
1316,12.405,BARO0,40.05,78868
1317,12.415,BARO0,40.04,78885
1318,12.425,BARO0,40.05,78872
1319,12.435,BARO0,40.03,78874
1320,12.445,BARO0,40.03,78868
1321,12.455,BARO0,40.02,78857
1322,12.465,BARO0,40.04,78850
1323,12.475,BARO0,40.03,78838
1324,12.485,BARO0,40.03,78823
1325,12.495,BARO0,40.03,78818
1326,12.505,BARO0,40.03,78797
1327,12.515,BARO0,40.05,78782
1328,12.525,BARO0,40.04,78828
1329,12.535,BARO0,40.04,78796
1330,12.545,BARO0,40.03,78776
1331,12.555,BARO0,40.02,78774
1332,12.565,BARO0,40.03,78769
1333,12.575,BARO0,40.04,78764
1334,12.585,BARO0,40.04,78768
1335,12.595,BARO0,40.06,78753
1336,12.605,BARO0,40.04,78728
1337,12.615,BARO0,40.04,78728
1338,12.625,BARO0,40.05,78728
1339,12.635,BARO0,40.05,78726
1340,12.645,BARO0,40.04,78700
1341,12.655,BARO0,40.05,78706
1342,12.665,BARO0,40.04,78694
1343,12.675,BARO0,40.04,78676
1344,12.685,BARO0,40.04,78660
1345,12.695,BARO0,40.06,78651
1346,12.705,BARO0,40.04,78654
1347,12.715,BARO0,40.04,78629
1348,12.725,BARO0,40.06,78632
1349,12.735,BARO0,40.06,78633
1350,12.745,BARO0,40.07,78620
1351,12.755,BARO0,40.04,78609
1352,12.765,BARO0,40.04,78600
1353,12.775,BARO0,40.05,78597
1354,12.785,BARO0,40.04,78603
1355,12.795,BARO0,40.05,78580
1356,12.805,BARO0,40.03,78582
1357,12.815,BARO0,40.04,78570
1358,12.825,BARO0,40.03,78555
1359,12.835,BARO0,40.05,78555
1360,12.845,BARO0,40.05,78538
1361,12.855,BARO0,40.07,78537
1362,12.865,BARO0,40.05,78525
1363,12.875,BARO0,40.05,78521
1364,12.885,BARO0,40.04,78516
1365,12.895,BARO0,40.07,78481
1366,12.905,BARO0,40.04,78514
1367,12.915,BARO0,40.04,78470
1368,12.925,BARO0,40.05,78466
1369,12.935,BARO0,40.05,78488
1370,12.945,BARO0,40.04,78466
1371,12.955,BARO0,40.05,78467
1372,12.965,BARO0,40.05,78455
1373,12.975,BARO0,40.04,78449
1374,12.985,BARO0,40.06,78431
1375,12.995,BARO0,40.05,78423
1376,13.005,BARO0,40.04,78429
1377,13.015,BARO0,40.06,78441
1378,13.025,BARO0,40.02,78410
1379,13.035,BARO0,40.05,78381
1380,13.045,BARO0,40.08,78379
1381,13.055,BARO0,40.06,78392
1382,13.065,BARO0,40.05,78384
1383,13.075,BARO0,40.05,78365
1384,13.085,BARO0,40.04,78361
1385,13.095,BARO0,40.05,78348
1386,13.105,BARO0,40.04,78325
1387,13.115,BARO0,40.06,78369
1388,13.125,BARO0,40.06,78351
1389,13.135,BARO0,40.05,78333
1390,13.145,BARO0,40.05,78343
1391,13.155,BARO0,40.06,78321
1392,13.165,BARO0,40.05,78306
1393,13.175,BARO0,40.06,78304
1394,13.185,BARO0,40.05,78297
1395,13.195,BARO0,40.04,78269
1396,13.205,BARO0,40.07,78303
1397,13.215,BARO0,40.04,78218
1398,13.225,BARO0,40.07,78247
1399,13.235,BARO0,40.07,78237
1400,13.245,BARO0,40.06,78219
1401,13.255,BARO0,40.04,78242
1402,13.265,BARO0,40.06,78228
1403,13.275,BARO0,40.05,78225
1404,13.285,BARO0,40.06,78249
1405,13.295,BARO0,40.07,78231
1406,13.305,BARO0,40.05,78181
1407,13.315,BARO0,40.07,78202
1408,13.325,BARO0,40.07,78179
1409,13.335,BARO0,40.05,78198
1410,13.345,BARO0,40.07,78180
1411,13.355,BARO0,40.07,78174
1412,13.365,BARO0,40.06,78163
1413,13.375,BARO0,40.06,78141
1414,13.385,BARO0,40.06,78166
1415,13.395,BARO0,40.08,78124
1416,13.405,BARO0,40.08,78152
1417,13.415,BARO0,40.05,78119
1418,13.425,BARO0,40.05,78119
1419,13.435,BARO0,40.05,78082
1420,13.445,BARO0,40.08,78120
1421,13.455,BARO0,40.07,78100
1422,13.465,BARO0,40.06,78080
1423,13.475,BARO0,40.07,78074
1424,13.485,BARO0,40.06,78110
1425,13.495,BARO0,40.06,78039
1426,13.505,BARO0,40.08,78057
1427,13.515,BARO0,40.06,78054
1428,13.525,BARO0,40.08,78054
1429,13.535,BARO0,40.05,78035
1430,13.545,BARO0,40.09,78033
1431,13.555,BARO0,40.07,78036
1432,13.565,BARO0,40.06,78023
1433,13.575,BARO0,40.06,78010
1434,13.585,BARO0,40.06,78001
1435,13.595,BARO0,40.06,78013
1436,13.605,BARO0,40.07,78012
1437,13.615,BARO0,40.06,77960
1438,13.625,BARO0,40.06,77998
1439,13.635,BARO0,40.07,77967
1440,13.645,BARO0,40.06,77964
1441,13.655,BARO0,40.07,77965
1442,13.665,BARO0,40.07,77951
1443,13.675,BARO0,40.06,77939
1444,13.685,BARO0,40.07,77928
1445,13.695,BARO0,40.06,77929
1446,13.705,BARO0,40.06,77908
1447,13.715,BARO0,40.07,77921
1448,13.725,BARO0,40.08,77911
1449,13.735,BARO0,40.06,77902
1450,13.745,BARO0,40.08,77878
1451,13.755,BARO0,40.07,77882
1452,13.765,BARO0,40.07,77879
1453,13.775,BARO0,40.07,77881
1454,13.785,BARO0,40.07,77850
1455,13.795,BARO0,40.07,77850
1456,13.805,BARO0,40.06,77856
1457,13.815,BARO0,40.06,77851
1458,13.825,BARO0,40.06,77817
1459,13.835,BARO0,40.05,77833
1460,13.845,BARO0,40.07,77817
1461,13.855,BARO0,40.09,77821
1462,13.865,BARO0,40.07,77812
1463,13.875,BARO0,40.06,77812
1464,13.885,BARO0,40.07,77792
1465,13.895,BARO0,40.07,77818
1466,13.905,BARO0,40.07,77805
1467,13.915,BARO0,40.08,77780
1468,13.925,BARO0,40.07,77769
1469,13.935,BARO0,40.07,77756
1470,13.945,BARO0,40.06,77753
1471,13.955,BARO0,40.07,77760
1472,13.965,BARO0,40.07,77749
1473,13.975,BARO0,40.07,77738
1474,13.985,BARO0,40.07,77739
1475,13.995,BARO0,40.08,77732
1476,14.005,BARO0,40.09,77749
1477,14.015,BARO0,40.06,77729
1478,14.025,BARO0,40.08,77713
1479,14.035,BARO0,40.07,77725
1480,14.045,BARO0,40.07,77710
1481,14.055,BARO0,40.07,77696
1482,14.065,BARO0,40.07,77680
1483,14.075,BARO0,40.07,77676
1484,14.085,BARO0,40.07,77673
1485,14.095,BARO0,40.08,77678
1486,14.105,BARO0,40.07,77633
1487,14.115,BARO0,40.07,77646
1488,14.125,BARO0,40.07,77638
1489,14.135,BARO0,40.08,77615
1490,14.145,BARO0,40.08,77642
1491,14.155,BARO0,40.07,77620
1492,14.165,BARO0,40.07,77625
1493,14.175,BARO0,40.07,77618
1494,14.185,BARO0,40.07,77631
1495,14.195,BARO0,40.07,77576
1496,14.205,BARO0,40.06,77593
1497,14.215,BARO0,40.09,77586
1498,14.225,BARO0,40.06,77565
1499,14.235,BARO0,40.07,77574
1500,14.245,BARO0,40.07,77567
1501,14.255,BARO0,40.07,77562
1502,14.265,BARO0,40.07,77554
1503,14.275,BARO0,40.08,77544
1504,14.285,BARO0,40.07,77528
1505,14.295,BARO0,40.09,77526
1506,14.305,BARO0,40.07,77514
1507,14.315,BARO0,40.08,77543
1508,14.325,BARO0,40.07,77520
1509,14.335,BARO0,40.08,77499
1510,14.345,BARO0,40.07,77501
1511,14.355,BARO0,40.09,77496
1512,14.365,BARO0,40.08,77497
1513,14.375,BARO0,40.07,77491
1514,14.385,BARO0,40.08,77462
1515,14.395,BARO0,40.06,77464
1516,14.405,BARO0,40.08,77467
1517,14.415,BARO0,40.09,77437
1518,14.425,BARO0,40.08,77448
1519,14.435,BARO0,40.07,77460
1520,14.445,BARO0,40.08,77432
